referrer,views_total,views_unique
harfang3d.com,84,43
github.com,26,17
Google,26,10
Bing,6,1
DuckDuckGo,3,2
yandex.ru,2,2
chatgpt.com,1,1
geekflare.com,1,1
habr.com,1,1
libhunt.com,1,1
