time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-12 00:00:00+00:00,1,1,21,11
2023-05-13 00:00:00+00:00,1,1,13,10
2023-05-14 00:00:00+00:00,51,34,20,8
2023-05-15 00:00:00+00:00,61,40,16,10
2023-05-16 00:00:00+00:00,18,16,164,13
2023-05-17 00:00:00+00:00,25,23,23,15
2023-05-18 00:00:00+00:00,58,42,12,6
2023-05-19 00:00:00+00:00,61,40,38,13
2023-05-20 00:00:00+00:00,63,45,14,7
2023-05-21 00:00:00+00:00,62,42,30,9
2023-05-22 00:00:00+00:00,19,17,19,14
2023-05-23 00:00:00+00:00,1,1,32,15
2023-05-24 00:00:00+00:00,1,1,31,11
2023-05-25 00:00:00+00:00,1,1,23,13
