referrer,views_total,views_unique
github.com,77,25
harfang3d.com,25,19
Bing,8,2
chatgpt.com,6,4
habr.com,2,2
Google,1,1
alternativeto.net,1,1
pouet.net,1,1
youtube.com,1,1
