time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-09 00:00:00+00:00,1.0,1.0,15,13
2023-05-10 00:00:00+00:00,,,33,16
2023-05-11 00:00:00+00:00,2.0,2.0,130,11
2023-05-12 00:00:00+00:00,1.0,1.0,21,11
2023-05-13 00:00:00+00:00,1.0,1.0,13,10
2023-05-14 00:00:00+00:00,51.0,34.0,20,8
2023-05-15 00:00:00+00:00,61.0,40.0,16,10
2023-05-16 00:00:00+00:00,18.0,16.0,164,13
2023-05-17 00:00:00+00:00,25.0,23.0,23,15
2023-05-18 00:00:00+00:00,58.0,42.0,12,6
2023-05-19 00:00:00+00:00,61.0,40.0,38,13
2023-05-20 00:00:00+00:00,63.0,45.0,14,7
2023-05-21 00:00:00+00:00,62.0,42.0,30,9
2023-05-22 00:00:00+00:00,19.0,17.0,19,14
