time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-02 00:00:00+00:00,,,20,7
2024-08-03 00:00:00+00:00,1.0,1.0,5,5
2024-08-04 00:00:00+00:00,1.0,1.0,175,8
2024-08-05 00:00:00+00:00,,,16,11
2024-08-06 00:00:00+00:00,1.0,1.0,218,42
2024-08-07 00:00:00+00:00,4.0,4.0,315,96
2024-08-08 00:00:00+00:00,,,41,31
2024-08-09 00:00:00+00:00,,,305,31
2024-08-10 00:00:00+00:00,1.0,1.0,36,19
2024-08-11 00:00:00+00:00,1.0,1.0,111,22
2024-08-12 00:00:00+00:00,5.0,5.0,150,26
2024-08-13 00:00:00+00:00,2.0,2.0,18,13
2024-08-14 00:00:00+00:00,1.0,1.0,116,18
2024-08-15 00:00:00+00:00,1.0,1.0,101,16
