referrer,views_total,views_unique
harfang3d.com,35,20
youtube.com,34,7
github.com,30,17
Google,12,9
awesome-go.com,11,11
gamefromscratch.com,8,2
dev.harfang3d.com,7,2
l.facebook.com,4,1
cn.bing.com,3,2
habr.com,2,2
