time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-01 00:00:00+00:00,,,38,5
2024-10-02 00:00:00+00:00,,,48,8
2024-10-03 00:00:00+00:00,2.0,1.0,25,6
2024-10-04 00:00:00+00:00,1.0,1.0,23,5
2024-10-05 00:00:00+00:00,1.0,1.0,7,6
2024-10-06 00:00:00+00:00,,,108,7
2024-10-07 00:00:00+00:00,1.0,1.0,13,12
2024-10-08 00:00:00+00:00,,,15,9
2024-10-09 00:00:00+00:00,1.0,1.0,18,8
2024-10-10 00:00:00+00:00,,,35,14
2024-10-11 00:00:00+00:00,1.0,1.0,13,9
2024-10-12 00:00:00+00:00,1.0,1.0,4,3
2024-10-13 00:00:00+00:00,1.0,1.0,11,6
2024-10-14 00:00:00+00:00,2.0,2.0,8,5
