referrer,views_total,views_unique
harfang3d.com,48,20
github.com,27,24
Google,16,11
awesome-go.com,10,10
habr.com,9,3
DuckDuckGo,6,2
cn.bing.com,4,1
sourceforge.net,2,1
geekflare.com,1,1
Bing,1,1
