time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-06 00:00:00+00:00,0,0,23,9
2026-02-07 00:00:00+00:00,2,2,9,7
2026-02-08 00:00:00+00:00,0,0,5,5
2026-02-09 00:00:00+00:00,2,1,3,3
2026-02-10 00:00:00+00:00,1,1,9,7
2026-02-11 00:00:00+00:00,1,1,22,9
2026-02-12 00:00:00+00:00,6,4,12,9
2026-02-13 00:00:00+00:00,0,0,5,4
2026-02-14 00:00:00+00:00,0,0,6,6
2026-02-15 00:00:00+00:00,1,1,3,3
2026-02-16 00:00:00+00:00,4,3,7,7
2026-02-17 00:00:00+00:00,1,1,27,11
2026-02-18 00:00:00+00:00,2,2,16,7
2026-02-19 00:00:00+00:00,2,2,25,9
