time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-07 00:00:00+00:00,8,3,4,4
2026-08-08 00:00:00+00:00,16,9,15,2
2026-08-09 00:00:00+00:00,4,3,15,2
2026-08-10 00:00:00+00:00,10,7,18,6
2026-08-11 00:00:00+00:00,2,2,15,12
2026-08-12 00:00:00+00:00,2,2,26,14
2026-08-13 00:00:00+00:00,8,8,12,6
2026-08-14 00:00:00+00:00,12,8,1,1
2026-08-15 00:00:00+00:00,29,21,23,8
2026-08-16 00:00:00+00:00,2,2,9,8
2026-08-17 00:00:00+00:00,2,2,21,11
2026-08-18 00:00:00+00:00,3,3,20,8
2026-08-19 00:00:00+00:00,8,7,10,6
2026-08-20 00:00:00+00:00,4,3,7,5
