time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-11 00:00:00+00:00,15,11,30,5
2026-06-12 00:00:00+00:00,5,4,7,5
2026-06-13 00:00:00+00:00,16,10,9,6
2026-06-14 00:00:00+00:00,13,4,6,6
2026-06-15 00:00:00+00:00,2,2,9,9
2026-06-16 00:00:00+00:00,6,5,12,7
2026-06-17 00:00:00+00:00,1,1,9,5
2026-06-18 00:00:00+00:00,3,2,17,8
2026-06-19 00:00:00+00:00,3,3,15,8
2026-06-20 00:00:00+00:00,3,3,11,8
2026-06-21 00:00:00+00:00,17,6,15,8
2026-06-22 00:00:00+00:00,20,3,20,15
2026-06-23 00:00:00+00:00,14,5,18,10
2026-06-24 00:00:00+00:00,22,1,15,6
