time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-31 00:00:00+00:00,1,1,13,8
2026-04-01 00:00:00+00:00,3,2,14,8
2026-04-02 00:00:00+00:00,2,2,10,7
2026-04-03 00:00:00+00:00,2,2,31,9
2026-04-04 00:00:00+00:00,4,3,13,12
2026-04-05 00:00:00+00:00,3,3,13,5
2026-04-06 00:00:00+00:00,2,2,14,9
2026-04-07 00:00:00+00:00,1,1,25,9
2026-04-08 00:00:00+00:00,10,7,9,2
2026-04-09 00:00:00+00:00,0,0,19,9
2026-04-10 00:00:00+00:00,4,4,8,7
2026-04-11 00:00:00+00:00,9,5,29,7
2026-04-12 00:00:00+00:00,0,0,6,4
2026-04-13 00:00:00+00:00,2,2,18,10
