time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-25 00:00:00+00:00,5,3,142,30
2023-10-26 00:00:00+00:00,2,2,83,14
2023-10-27 00:00:00+00:00,1,1,68,14
2023-10-28 00:00:00+00:00,2,1,56,14
2023-10-29 00:00:00+00:00,2,2,24,9
2023-10-30 00:00:00+00:00,5,2,46,16
2023-10-31 00:00:00+00:00,4,3,133,12
2023-11-01 00:00:00+00:00,14,3,56,12
2023-11-02 00:00:00+00:00,1,1,19,12
2023-11-03 00:00:00+00:00,3,1,45,13
2023-11-04 00:00:00+00:00,2,1,8,6
2023-11-05 00:00:00+00:00,2,2,29,10
2023-11-06 00:00:00+00:00,1,1,10,10
2023-11-07 00:00:00+00:00,1,1,113,16
