time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-18 00:00:00+00:00,,,4,3
2025-07-19 00:00:00+00:00,,,7,7
2025-07-20 00:00:00+00:00,,,15,2
2025-07-21 00:00:00+00:00,4.0,4.0,19,9
2025-07-22 00:00:00+00:00,,,9,4
2025-07-23 00:00:00+00:00,,,17,7
2025-07-24 00:00:00+00:00,1.0,1.0,9,9
2025-07-25 00:00:00+00:00,1.0,1.0,9,7
2025-07-26 00:00:00+00:00,4.0,3.0,5,5
2025-07-27 00:00:00+00:00,,,21,5
2025-07-28 00:00:00+00:00,3.0,3.0,8,7
2025-07-29 00:00:00+00:00,2.0,2.0,30,16
2025-07-30 00:00:00+00:00,2.0,2.0,8,7
2025-07-31 00:00:00+00:00,1.0,1.0,12,5
