time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-08 00:00:00+00:00,1.0,1.0,27,12
2022-10-09 00:00:00+00:00,1.0,1.0,24,11
2022-10-10 00:00:00+00:00,4.0,3.0,37,11
2022-10-11 00:00:00+00:00,2.0,2.0,28,14
2022-10-12 00:00:00+00:00,1.0,1.0,65,18
2022-10-13 00:00:00+00:00,,,27,12
2022-10-14 00:00:00+00:00,1.0,1.0,45,19
2022-10-15 00:00:00+00:00,6.0,4.0,43,18
2022-10-16 00:00:00+00:00,1.0,1.0,8,7
2022-10-17 00:00:00+00:00,5.0,3.0,21,11
2022-10-18 00:00:00+00:00,2.0,2.0,30,14
2022-10-19 00:00:00+00:00,,,32,13
2022-10-20 00:00:00+00:00,9.0,1.0,35,10
2022-10-21 00:00:00+00:00,5.0,4.0,53,9
