referrer,views_total,views_unique
harfang3d.com,59,20
github.com,47,28
Google,24,17
discuss.afpy.org,5,1
yandex.ru,5,1
chatgpt.com,2,2
youtube.com,2,2
DuckDuckGo,1,1
chatgpt.vmic.xyz,1,1
context7.com,1,1
