referrer,views_total,views_unique
github.com,206,53
harfang3d.com,188,54
Google,146,36
habr-com.cdn.ampproject.org,60,1
gamefromscratch.com,45,4
DuckDuckGo,28,3
t.co,27,21
awesome-go.com,25,22
youtube.com,12,6
Baidu,8,2
