time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-08 00:00:00+00:00,3,3,13,10
2026-05-09 00:00:00+00:00,12,10,9,8
2026-05-10 00:00:00+00:00,0,0,5,5
2026-05-11 00:00:00+00:00,12,8,4,4
2026-05-12 00:00:00+00:00,3,3,9,3
2026-05-13 00:00:00+00:00,4,3,16,9
2026-05-14 00:00:00+00:00,2,2,10,5
2026-05-15 00:00:00+00:00,1,1,9,7
2026-05-16 00:00:00+00:00,1,1,16,9
2026-05-17 00:00:00+00:00,5,4,10,9
2026-05-18 00:00:00+00:00,1,1,12,7
2026-05-19 00:00:00+00:00,4,3,28,10
2026-05-20 00:00:00+00:00,21,12,5,3
2026-05-21 00:00:00+00:00,0,0,7,7
