time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-04 00:00:00+00:00,,,10,9
2025-04-05 00:00:00+00:00,1.0,1.0,19,5
2025-04-06 00:00:00+00:00,2.0,2.0,4,3
2025-04-07 00:00:00+00:00,2.0,2.0,20,7
2025-04-08 00:00:00+00:00,4.0,4.0,17,10
2025-04-09 00:00:00+00:00,2.0,1.0,17,9
2025-04-10 00:00:00+00:00,,,18,7
2025-04-11 00:00:00+00:00,2.0,1.0,9,9
2025-04-12 00:00:00+00:00,2.0,2.0,14,8
2025-04-13 00:00:00+00:00,,,20,13
2025-04-14 00:00:00+00:00,2.0,2.0,40,8
2025-04-15 00:00:00+00:00,,,24,9
2025-04-16 00:00:00+00:00,,,18,13
2025-04-17 00:00:00+00:00,,,17,10
