time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-24 00:00:00+00:00,1,1,15,14
2026-04-25 00:00:00+00:00,2,2,26,6
2026-04-26 00:00:00+00:00,3,3,27,15
2026-04-27 00:00:00+00:00,3,3,8,7
2026-04-28 00:00:00+00:00,2,2,11,8
2026-04-29 00:00:00+00:00,4,4,29,14
2026-04-30 00:00:00+00:00,2,2,14,8
2026-05-01 00:00:00+00:00,1,1,9,7
2026-05-02 00:00:00+00:00,3,2,21,15
2026-05-03 00:00:00+00:00,7,5,21,15
2026-05-04 00:00:00+00:00,6,5,21,8
2026-05-05 00:00:00+00:00,1,1,10,6
2026-05-06 00:00:00+00:00,2,1,10,10
2026-05-07 00:00:00+00:00,3,2,5,5
