referrer,views_total,views_unique
Google,67,15
harfang3d.com,33,11
github.com,29,22
awesome-go.com,20,9
habr.com,6,4
alternativeto.net,6,1
sourceforge.net,3,2
youtube.com,2,1
t.co,2,1
copilot.microsoft.com,1,1
