time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-11 00:00:00+00:00,,,2.0,2.0
2022-09-12 00:00:00+00:00,2.0,2.0,11.0,3.0
2022-09-13 00:00:00+00:00,76.0,44.0,1.0,1.0
2022-09-14 00:00:00+00:00,32.0,24.0,59.0,4.0
2022-09-15 00:00:00+00:00,22.0,20.0,,
2022-09-16 00:00:00+00:00,68.0,37.0,,
2022-09-17 00:00:00+00:00,64.0,33.0,4.0,2.0
2022-09-18 00:00:00+00:00,56.0,31.0,,
2022-09-19 00:00:00+00:00,116.0,70.0,11.0,2.0
2022-09-20 00:00:00+00:00,156.0,73.0,4.0,3.0
2022-09-21 00:00:00+00:00,100.0,60.0,1.0,1.0
2022-09-22 00:00:00+00:00,133.0,70.0,,
2022-09-23 00:00:00+00:00,164.0,64.0,3.0,3.0
2022-09-24 00:00:00+00:00,93.0,45.0,,
