time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-21 00:00:00+00:00,18.0,16.0,6.0,1.0
2023-06-22 00:00:00+00:00,3.0,2.0,3.0,3.0
2023-06-24 00:00:00+00:00,2.0,2.0,,
2023-06-26 00:00:00+00:00,3.0,2.0,,
2023-06-27 00:00:00+00:00,,,1.0,1.0
2023-06-28 00:00:00+00:00,1.0,1.0,,
2023-06-29 00:00:00+00:00,,,15.0,2.0
2023-06-30 00:00:00+00:00,20.0,17.0,11.0,3.0
2023-07-01 00:00:00+00:00,147.0,77.0,5.0,3.0
2023-07-02 00:00:00+00:00,86.0,49.0,7.0,2.0
2023-07-03 00:00:00+00:00,20.0,17.0,,
2023-07-04 00:00:00+00:00,,,3.0,2.0
