time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-12 00:00:00+00:00,68.0,36.0,5.0,4.0
2022-08-13 00:00:00+00:00,18.0,13.0,,
2022-08-14 00:00:00+00:00,,,1.0,1.0
2022-08-15 00:00:00+00:00,,,3.0,2.0
2022-08-16 00:00:00+00:00,,,14.0,2.0
2022-08-17 00:00:00+00:00,78.0,50.0,6.0,4.0
2022-08-18 00:00:00+00:00,172.0,66.0,11.0,3.0
2022-08-19 00:00:00+00:00,171.0,46.0,13.0,4.0
2022-08-20 00:00:00+00:00,93.0,40.0,5.0,4.0
2022-08-21 00:00:00+00:00,63.0,33.0,9.0,1.0
2022-08-22 00:00:00+00:00,19.0,15.0,6.0,5.0
2022-08-23 00:00:00+00:00,29.0,20.0,18.0,5.0
2022-08-24 00:00:00+00:00,64.0,32.0,11.0,3.0
2022-08-25 00:00:00+00:00,60.0,33.0,7.0,2.0
