time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-08 00:00:00+00:00,1.0,1.0,2,2
2022-11-09 00:00:00+00:00,5.0,5.0,3,2
2022-11-10 00:00:00+00:00,1.0,1.0,1,1
2022-11-11 00:00:00+00:00,2.0,1.0,9,1
2022-11-12 00:00:00+00:00,1.0,1.0,11,2
2022-11-15 00:00:00+00:00,,,1,1
2022-11-16 00:00:00+00:00,,,2,2
2022-11-17 00:00:00+00:00,19.0,14.0,30,6
2022-11-18 00:00:00+00:00,66.0,32.0,33,8
2022-11-19 00:00:00+00:00,67.0,32.0,22,5
2022-11-20 00:00:00+00:00,25.0,19.0,20,5
2022-11-21 00:00:00+00:00,2.0,1.0,10,2
