time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-08 00:00:00+00:00,66.0,41.0,,
2023-05-09 00:00:00+00:00,17.0,15.0,7.0,1.0
2023-05-10 00:00:00+00:00,1.0,1.0,,
2023-05-11 00:00:00+00:00,,,2.0,2.0
2023-05-12 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-05-14 00:00:00+00:00,,,4.0,3.0
2023-05-15 00:00:00+00:00,,,7.0,2.0
2023-05-16 00:00:00+00:00,,,32.0,6.0
2023-05-17 00:00:00+00:00,33.0,27.0,,
2023-05-18 00:00:00+00:00,63.0,41.0,,
2023-05-19 00:00:00+00:00,62.0,45.0,1.0,1.0
2023-05-20 00:00:00+00:00,19.0,16.0,,
