time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-26 00:00:00+00:00,42,33,19.0,2.0
2023-04-27 00:00:00+00:00,60,37,,
2023-04-28 00:00:00+00:00,66,38,,
2023-04-29 00:00:00+00:00,64,34,4.0,2.0
2023-04-30 00:00:00+00:00,19,17,16.0,2.0
2023-05-02 00:00:00+00:00,29,27,,
2023-05-03 00:00:00+00:00,61,34,27.0,3.0
2023-05-04 00:00:00+00:00,60,34,1.0,1.0
2023-05-05 00:00:00+00:00,66,35,,
2023-05-06 00:00:00+00:00,20,16,,
2023-05-07 00:00:00+00:00,62,35,,
2023-05-08 00:00:00+00:00,66,41,,
2023-05-09 00:00:00+00:00,17,15,7.0,1.0
