time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-12 00:00:00+00:00,5.0,3.0,6.0,3.0
2022-12-13 00:00:00+00:00,3.0,2.0,22.0,6.0
2022-12-14 00:00:00+00:00,3.0,2.0,5.0,2.0
2022-12-15 00:00:00+00:00,1.0,1.0,8.0,5.0
2022-12-16 00:00:00+00:00,,,2.0,2.0
2022-12-17 00:00:00+00:00,28.0,19.0,1.0,1.0
2022-12-18 00:00:00+00:00,62.0,44.0,2.0,2.0
2022-12-19 00:00:00+00:00,59.0,40.0,2.0,2.0
2022-12-20 00:00:00+00:00,21.0,20.0,1.0,1.0
2022-12-21 00:00:00+00:00,,,4.0,2.0
2022-12-23 00:00:00+00:00,1.0,1.0,,
2022-12-24 00:00:00+00:00,1.0,1.0,11.0,1.0
2022-12-25 00:00:00+00:00,,,3.0,2.0
