time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-05 00:00:00+00:00,,,1.0,1.0
2022-08-07 00:00:00+00:00,,,5.0,3.0
2022-08-08 00:00:00+00:00,,,20.0,2.0
2022-08-09 00:00:00+00:00,,,6.0,2.0
2022-08-10 00:00:00+00:00,,,6.0,4.0
2022-08-11 00:00:00+00:00,56.0,29.0,4.0,2.0
2022-08-12 00:00:00+00:00,68.0,36.0,5.0,4.0
2022-08-13 00:00:00+00:00,18.0,13.0,,
2022-08-14 00:00:00+00:00,,,1.0,1.0
2022-08-15 00:00:00+00:00,,,3.0,2.0
2022-08-16 00:00:00+00:00,,,14.0,2.0
2022-08-17 00:00:00+00:00,78.0,50.0,6.0,4.0
2022-08-18 00:00:00+00:00,158.0,61.0,11.0,3.0
