time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-13 00:00:00+00:00,,,33,3
2023-02-14 00:00:00+00:00,,,1,1
2023-02-15 00:00:00+00:00,,,12,3
2023-02-16 00:00:00+00:00,3.0,2.0,20,6
2023-02-17 00:00:00+00:00,1.0,1.0,7,1
2023-02-18 00:00:00+00:00,,,19,3
2023-02-19 00:00:00+00:00,,,5,2
2023-02-20 00:00:00+00:00,,,1,1
2023-02-21 00:00:00+00:00,,,2,1
2023-02-22 00:00:00+00:00,2.0,1.0,3,3
2023-02-23 00:00:00+00:00,1.0,1.0,1,1
2023-02-24 00:00:00+00:00,,,1,1
2023-02-26 00:00:00+00:00,,,4,1
