time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-06 00:00:00+00:00,2.0,1.0,4,3
2022-12-07 00:00:00+00:00,4.0,2.0,6,2
2022-12-08 00:00:00+00:00,,,14,3
2022-12-09 00:00:00+00:00,2.0,2.0,12,5
2022-12-10 00:00:00+00:00,1.0,1.0,2,1
2022-12-11 00:00:00+00:00,,,2,2
2022-12-12 00:00:00+00:00,5.0,3.0,6,3
2022-12-13 00:00:00+00:00,3.0,2.0,22,6
2022-12-14 00:00:00+00:00,3.0,2.0,5,2
2022-12-15 00:00:00+00:00,1.0,1.0,8,5
2022-12-16 00:00:00+00:00,,,2,2
2022-12-17 00:00:00+00:00,28.0,19.0,1,1
2022-12-18 00:00:00+00:00,57.0,40.0,1,1
