time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-21 00:00:00+00:00,100.0,60.0,1.0,1.0
2022-09-22 00:00:00+00:00,133.0,70.0,,
2022-09-23 00:00:00+00:00,164.0,64.0,3.0,3.0
2022-09-24 00:00:00+00:00,101.0,47.0,,
2022-09-25 00:00:00+00:00,27.0,23.0,2.0,2.0
2022-09-26 00:00:00+00:00,65.0,36.0,9.0,3.0
2022-09-27 00:00:00+00:00,68.0,36.0,12.0,3.0
2022-09-28 00:00:00+00:00,17.0,14.0,3.0,2.0
2022-09-29 00:00:00+00:00,,,9.0,5.0
2022-09-30 00:00:00+00:00,1.0,1.0,6.0,2.0
2022-10-02 00:00:00+00:00,1.0,1.0,7.0,3.0
2022-10-03 00:00:00+00:00,,,2.0,2.0
2022-10-04 00:00:00+00:00,1.0,1.0,2.0,2.0
