time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-17 00:00:00+00:00,36.0,24.0,13,2
2022-07-18 00:00:00+00:00,68.0,40.0,3,3
2022-07-19 00:00:00+00:00,66.0,41.0,6,2
2022-07-20 00:00:00+00:00,18.0,14.0,13,6
2022-07-21 00:00:00+00:00,,,13,2
2022-07-23 00:00:00+00:00,,,1,1
2022-07-25 00:00:00+00:00,3.0,2.0,21,4
2022-07-26 00:00:00+00:00,,,2,1
2022-07-27 00:00:00+00:00,1.0,1.0,13,5
2022-07-28 00:00:00+00:00,1.0,1.0,23,3
2022-07-29 00:00:00+00:00,1.0,1.0,1,1
2022-07-30 00:00:00+00:00,22.0,18.0,11,1
