time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-09 00:00:00+00:00,150,73,2.0,2.0
2023-03-10 00:00:00+00:00,97,53,3.0,3.0
2023-03-11 00:00:00+00:00,63,39,1.0,1.0
2023-03-12 00:00:00+00:00,62,35,,
2023-03-13 00:00:00+00:00,121,70,2.0,1.0
2023-03-14 00:00:00+00:00,143,88,,
2023-03-15 00:00:00+00:00,44,38,,
2023-03-16 00:00:00+00:00,1,1,1.0,1.0
2023-03-17 00:00:00+00:00,2,2,13.0,3.0
2023-03-19 00:00:00+00:00,1,1,2.0,1.0
2023-03-20 00:00:00+00:00,147,83,1.0,1.0
2023-03-21 00:00:00+00:00,93,58,7.0,3.0
2023-03-22 00:00:00+00:00,17,16,10.0,2.0
