time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-03 00:00:00+00:00,20.0,17.0,,
2023-07-04 00:00:00+00:00,,,3.0,2.0
2023-07-05 00:00:00+00:00,137.0,76.0,10.0,2.0
2023-07-06 00:00:00+00:00,92.0,58.0,,
2023-07-07 00:00:00+00:00,17.0,13.0,,
2023-07-08 00:00:00+00:00,47.0,34.0,31.0,1.0
2023-07-09 00:00:00+00:00,59.0,40.0,,
2023-07-10 00:00:00+00:00,52.0,34.0,27.0,4.0
2023-07-11 00:00:00+00:00,,,41.0,2.0
2023-07-12 00:00:00+00:00,1.0,1.0,15.0,2.0
2023-07-13 00:00:00+00:00,,,5.0,2.0
2023-07-14 00:00:00+00:00,,,8.0,2.0
2023-07-16 00:00:00+00:00,,,4.0,2.0
