time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-29 00:00:00+00:00,64.0,34.0,4.0,2.0
2023-04-30 00:00:00+00:00,19.0,17.0,16.0,2.0
2023-05-02 00:00:00+00:00,29.0,27.0,,
2023-05-03 00:00:00+00:00,61.0,34.0,27.0,3.0
2023-05-04 00:00:00+00:00,60.0,34.0,1.0,1.0
2023-05-05 00:00:00+00:00,66.0,35.0,,
2023-05-06 00:00:00+00:00,20.0,16.0,,
2023-05-07 00:00:00+00:00,62.0,35.0,,
2023-05-08 00:00:00+00:00,66.0,41.0,,
2023-05-09 00:00:00+00:00,17.0,15.0,7.0,1.0
2023-05-10 00:00:00+00:00,1.0,1.0,,
2023-05-11 00:00:00+00:00,,,2.0,2.0
2023-05-12 00:00:00+00:00,1.0,1.0,,
