time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-10 00:00:00+00:00,97.0,53.0,3.0,3.0
2023-03-11 00:00:00+00:00,63.0,39.0,1.0,1.0
2023-03-12 00:00:00+00:00,62.0,35.0,,
2023-03-13 00:00:00+00:00,121.0,70.0,2.0,1.0
2023-03-14 00:00:00+00:00,143.0,88.0,,
2023-03-15 00:00:00+00:00,44.0,38.0,,
2023-03-16 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-03-17 00:00:00+00:00,2.0,2.0,13.0,3.0
2023-03-19 00:00:00+00:00,1.0,1.0,2.0,1.0
2023-03-20 00:00:00+00:00,147.0,83.0,1.0,1.0
2023-03-21 00:00:00+00:00,93.0,58.0,7.0,3.0
2023-03-22 00:00:00+00:00,17.0,16.0,11.0,3.0
2023-03-23 00:00:00+00:00,,,1.0,1.0
