time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-04 00:00:00+00:00,1.0,1.0,24,5
2023-07-05 00:00:00+00:00,,,16,4
2023-07-06 00:00:00+00:00,,,8,3
2023-07-07 00:00:00+00:00,,,3,3
2023-07-08 00:00:00+00:00,1.0,1.0,15,5
2023-07-09 00:00:00+00:00,2.0,1.0,15,2
2023-07-10 00:00:00+00:00,1.0,1.0,25,3
2023-07-11 00:00:00+00:00,,,4,2
2023-07-12 00:00:00+00:00,,,2,2
2023-07-13 00:00:00+00:00,,,8,4
2023-07-14 00:00:00+00:00,,,2,2
2023-07-16 00:00:00+00:00,,,1,1
2023-07-17 00:00:00+00:00,,,8,3
