time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-31 00:00:00+00:00,,,1,1
2023-01-01 00:00:00+00:00,1.0,1.0,4,2
2023-01-02 00:00:00+00:00,,,4,3
2023-01-03 00:00:00+00:00,,,17,6
2023-01-04 00:00:00+00:00,6.0,3.0,19,6
2023-01-05 00:00:00+00:00,6.0,2.0,16,4
2023-01-06 00:00:00+00:00,4.0,2.0,8,7
2023-01-08 00:00:00+00:00,1.0,1.0,4,3
2023-01-09 00:00:00+00:00,,,2,2
2023-01-10 00:00:00+00:00,,,2,2
2023-01-11 00:00:00+00:00,,,5,5
2023-01-12 00:00:00+00:00,1.0,1.0,4,4
2023-01-13 00:00:00+00:00,2.0,2.0,6,4
