url_path,views_total,views_unique
/harfang3d/sample-projects,4,2
/harfang3d/sample-projects/blob/615069c7b13c3d37a85fa3a09d08d96e50dd5692/cornell-box/main_direct.scn,2,1
/harfang3d/sample-projects/blob/main/img/car-engine.png,2,1
/harfang3d/sample-projects/blob/main/img/orca-bistro.png,2,1
