time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-03 00:00:00+00:00,69.0,38.0,,
2023-03-04 00:00:00+00:00,61.0,33.0,,
2023-03-05 00:00:00+00:00,23.0,20.0,1.0,1.0
2023-03-08 00:00:00+00:00,27.0,23.0,,
2023-03-09 00:00:00+00:00,66.0,38.0,,
2023-03-10 00:00:00+00:00,62.0,32.0,2.0,2.0
2023-03-11 00:00:00+00:00,42.0,31.0,4.0,1.0
2023-03-12 00:00:00+00:00,69.0,37.0,,
2023-03-13 00:00:00+00:00,67.0,41.0,,
2023-03-14 00:00:00+00:00,20.0,20.0,1.0,1.0
2023-03-16 00:00:00+00:00,,,2.0,2.0
