time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-14 00:00:00+00:00,20.0,20.0,1.0,1.0
2023-03-16 00:00:00+00:00,,,2.0,2.0
2023-03-17 00:00:00+00:00,1.0,1.0,3.0,2.0
2023-03-19 00:00:00+00:00,34.0,24.0,6.0,1.0
2023-03-20 00:00:00+00:00,82.0,50.0,,
2023-03-21 00:00:00+00:00,83.0,52.0,1.0,1.0
2023-03-22 00:00:00+00:00,21.0,16.0,,
2023-03-23 00:00:00+00:00,,,3.0,1.0
2023-03-24 00:00:00+00:00,1.0,1.0,2.0,2.0
2023-03-25 00:00:00+00:00,,,1.0,1.0
2023-03-27 00:00:00+00:00,3.0,3.0,,
