time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-03 00:00:00+00:00,17,13,2.0,1.0
2023-07-04 00:00:00+00:00,76,55,10.0,1.0
2023-07-05 00:00:00+00:00,242,117,1.0,1.0
2023-07-06 00:00:00+00:00,127,82,,
2023-07-07 00:00:00+00:00,68,35,1.0,1.0
2023-07-08 00:00:00+00:00,67,36,,
2023-07-09 00:00:00+00:00,63,37,,
2023-07-10 00:00:00+00:00,25,23,9.0,1.0
2023-07-11 00:00:00+00:00,95,52,,
2023-07-12 00:00:00+00:00,30,21,,
2023-07-13 00:00:00+00:00,1,1,,
2023-07-15 00:00:00+00:00,1,1,1.0,1.0
2023-07-16 00:00:00+00:00,2,2,,
