time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-30 00:00:00+00:00,20.0,13.0,2.0,1.0
2023-05-02 00:00:00+00:00,28.0,24.0,,
2023-05-03 00:00:00+00:00,67.0,44.0,,
2023-05-04 00:00:00+00:00,63.0,36.0,1.0,1.0
2023-05-05 00:00:00+00:00,19.0,13.0,4.0,4.0
2023-05-06 00:00:00+00:00,56.0,31.0,,
2023-05-07 00:00:00+00:00,90.0,52.0,,
2023-05-08 00:00:00+00:00,108.0,62.0,1.0,1.0
2023-05-09 00:00:00+00:00,29.0,23.0,7.0,1.0
2023-05-11 00:00:00+00:00,1.0,1.0,3.0,1.0
2023-05-12 00:00:00+00:00,1.0,1.0,,
2023-05-13 00:00:00+00:00,,,20.0,2.0
