time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-05 00:00:00+00:00,242.0,117.0,1.0,1.0
2023-07-06 00:00:00+00:00,127.0,82.0,,
2023-07-07 00:00:00+00:00,68.0,35.0,1.0,1.0
2023-07-08 00:00:00+00:00,67.0,36.0,,
2023-07-09 00:00:00+00:00,63.0,37.0,,
2023-07-10 00:00:00+00:00,25.0,23.0,9.0,1.0
2023-07-11 00:00:00+00:00,95.0,52.0,,
2023-07-12 00:00:00+00:00,30.0,21.0,,
2023-07-13 00:00:00+00:00,1.0,1.0,,
2023-07-15 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-07-16 00:00:00+00:00,2.0,2.0,,
2023-07-17 00:00:00+00:00,,,2.0,2.0
2023-07-18 00:00:00+00:00,54.0,39.0,,
