url_path,views_total,views_unique
/harfang3d/harfang-go,26,21
/harfang3d/harfang-go/tree/main/windows,7,3
/harfang3d/harfang-go/tree/main,2,1
/harfang3d/harfang-go/tree/main/linux,2,1
