url_path,views_total,views_unique
/harfang3d/harfang-go,16,12
/harfang3d/harfang-go/tree/main/linux,8,2
/harfang3d/harfang-go/tree/main/windows,7,4
/harfang3d/harfang-go/blob/main/bind.go,1,1
