time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-21 00:00:00+00:00,53.0,32.0,2.0,2.0
2025-03-22 00:00:00+00:00,96.0,40.0,1.0,1.0
2025-03-23 00:00:00+00:00,28.0,23.0,,
2025-03-25 00:00:00+00:00,1.0,1.0,,
2025-03-26 00:00:00+00:00,3.0,2.0,1.0,1.0
2025-03-27 00:00:00+00:00,,,5.0,2.0
2025-03-28 00:00:00+00:00,,,2.0,2.0
2025-03-30 00:00:00+00:00,,,1.0,1.0
2025-03-31 00:00:00+00:00,1.0,1.0,1.0,1.0
2025-04-01 00:00:00+00:00,17.0,14.0,,
2025-04-02 00:00:00+00:00,89.0,39.0,,
2025-04-03 00:00:00+00:00,82.0,46.0,,
