time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-22 00:00:00+00:00,51.0,40.0,6.0,3.0
2023-06-23 00:00:00+00:00,67.0,39.0,,
2023-06-24 00:00:00+00:00,18.0,16.0,1.0,1.0
2023-06-25 00:00:00+00:00,,,2.0,1.0
2023-06-26 00:00:00+00:00,1.0,1.0,3.0,1.0
2023-06-27 00:00:00+00:00,,,3.0,2.0
2023-06-30 00:00:00+00:00,11.0,8.0,4.0,3.0
2023-07-01 00:00:00+00:00,65.0,37.0,,
2023-07-02 00:00:00+00:00,62.0,37.0,1.0,1.0
2023-07-03 00:00:00+00:00,17.0,13.0,2.0,1.0
2023-07-04 00:00:00+00:00,56.0,47.0,10.0,1.0
