time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-09 00:00:00+00:00,63.0,37.0,,
2023-07-10 00:00:00+00:00,25.0,23.0,9.0,1.0
2023-07-11 00:00:00+00:00,95.0,52.0,,
2023-07-12 00:00:00+00:00,30.0,21.0,,
2023-07-13 00:00:00+00:00,1.0,1.0,,
2023-07-15 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-07-16 00:00:00+00:00,2.0,2.0,,
2023-07-17 00:00:00+00:00,,,2.0,2.0
2023-07-18 00:00:00+00:00,61.0,42.0,,
2023-07-19 00:00:00+00:00,101.0,51.0,4.0,2.0
2023-07-20 00:00:00+00:00,30.0,15.0,1.0,1.0
2023-07-22 00:00:00+00:00,65.0,34.0,1.0,1.0
