time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-13 00:00:00+00:00,1.0,1.0,,
2023-07-15 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-07-16 00:00:00+00:00,2.0,2.0,,
2023-07-17 00:00:00+00:00,,,2.0,2.0
2023-07-18 00:00:00+00:00,61.0,42.0,,
2023-07-19 00:00:00+00:00,101.0,51.0,4.0,2.0
2023-07-20 00:00:00+00:00,30.0,15.0,1.0,1.0
2023-07-22 00:00:00+00:00,74.0,36.0,1.0,1.0
2023-07-23 00:00:00+00:00,26.0,19.0,4.0,2.0
2023-07-24 00:00:00+00:00,,,2.0,2.0
2023-07-25 00:00:00+00:00,,,15.0,1.0
2023-07-26 00:00:00+00:00,,,2.0,2.0
