referrer,views_total,views_unique
github.com,44,13
Bing,27,7
harfang3d.com,21,7
chatgpt.com,17,3
Google,12,10
search.brave.com,6,1
link.zhihu.com,3,3
DuckDuckGo,1,1
youtube.com,1,1
