time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-28 00:00:00+00:00,2,2,56,13
2022-12-29 00:00:00+00:00,1,1,14,9
2022-12-30 00:00:00+00:00,1,1,52,14
2022-12-31 00:00:00+00:00,3,2,1,1
2023-01-01 00:00:00+00:00,3,2,41,7
2023-01-02 00:00:00+00:00,1,1,15,10
2023-01-03 00:00:00+00:00,4,3,34,15
2023-01-04 00:00:00+00:00,3,2,29,12
2023-01-05 00:00:00+00:00,2,1,99,15
2023-01-06 00:00:00+00:00,3,1,53,12
2023-01-07 00:00:00+00:00,1,1,9,6
2023-01-08 00:00:00+00:00,3,3,35,3
2023-01-09 00:00:00+00:00,1,1,41,11
2023-01-10 00:00:00+00:00,2,2,63,20
