time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-02 00:00:00+00:00,2.0,2.0,77,15
2024-04-03 00:00:00+00:00,1.0,1.0,60,13
2024-04-04 00:00:00+00:00,,,20,6
2024-04-05 00:00:00+00:00,2.0,2.0,33,7
2024-04-06 00:00:00+00:00,,,7,6
2024-04-07 00:00:00+00:00,2.0,2.0,20,5
2024-04-08 00:00:00+00:00,2.0,2.0,39,7
2024-04-09 00:00:00+00:00,,,19,10
2024-04-10 00:00:00+00:00,3.0,3.0,89,7
2024-04-11 00:00:00+00:00,1.0,1.0,67,14
2024-04-12 00:00:00+00:00,1.0,1.0,26,9
2024-04-13 00:00:00+00:00,2.0,2.0,33,3
2024-04-14 00:00:00+00:00,,,17,6
2024-04-15 00:00:00+00:00,1.0,1.0,13,5
