time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-11 00:00:00+00:00,,,30,8
2025-01-12 00:00:00+00:00,,,14,4
2025-01-13 00:00:00+00:00,1.0,1.0,48,12
2025-01-14 00:00:00+00:00,,,101,19
2025-01-15 00:00:00+00:00,3.0,3.0,92,16
2025-01-16 00:00:00+00:00,2.0,1.0,26,7
2025-01-17 00:00:00+00:00,2.0,2.0,23,10
2025-01-18 00:00:00+00:00,,,3,3
2025-01-19 00:00:00+00:00,,,5,3
2025-01-20 00:00:00+00:00,1.0,1.0,66,9
2025-01-21 00:00:00+00:00,1.0,1.0,29,15
2025-01-22 00:00:00+00:00,,,42,9
2025-01-23 00:00:00+00:00,,,47,13
2025-01-24 00:00:00+00:00,1.0,1.0,12,5
