time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-19 00:00:00+00:00,,,20,5
2023-01-20 00:00:00+00:00,2.0,2.0,52,7
2023-01-21 00:00:00+00:00,1.0,1.0,7,4
2023-01-22 00:00:00+00:00,1.0,1.0,10,6
2023-01-23 00:00:00+00:00,2.0,2.0,10,6
2023-01-24 00:00:00+00:00,,,30,8
2023-01-25 00:00:00+00:00,1.0,1.0,6,4
2023-01-26 00:00:00+00:00,2.0,2.0,24,9
2023-01-27 00:00:00+00:00,2.0,2.0,52,5
2023-01-28 00:00:00+00:00,2.0,2.0,41,5
2023-01-29 00:00:00+00:00,3.0,3.0,17,4
2023-01-30 00:00:00+00:00,3.0,2.0,41,12
2023-01-31 00:00:00+00:00,2.0,2.0,60,8
2023-02-01 00:00:00+00:00,2.0,2.0,29,11
