time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-27 00:00:00+00:00,1.0,1.0,145,19
2023-09-28 00:00:00+00:00,2.0,2.0,62,15
2023-09-29 00:00:00+00:00,1.0,1.0,65,15
2023-09-30 00:00:00+00:00,5.0,4.0,12,6
2023-10-01 00:00:00+00:00,1.0,1.0,11,8
2023-10-02 00:00:00+00:00,,,9,7
2023-10-03 00:00:00+00:00,2.0,2.0,68,7
2023-10-04 00:00:00+00:00,2.0,2.0,7,5
2023-10-05 00:00:00+00:00,,,10,5
2023-10-06 00:00:00+00:00,2.0,2.0,6,5
2023-10-07 00:00:00+00:00,1.0,1.0,59,7
2023-10-08 00:00:00+00:00,,,41,10
2023-10-09 00:00:00+00:00,4.0,3.0,58,15
2023-10-10 00:00:00+00:00,1.0,1.0,14,6
