time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-11 00:00:00+00:00,,,35,11
2024-07-12 00:00:00+00:00,1.0,1.0,43,11
2024-07-13 00:00:00+00:00,,,40,10
2024-07-14 00:00:00+00:00,,,9,6
2024-07-15 00:00:00+00:00,1.0,1.0,5,4
2024-07-16 00:00:00+00:00,,,32,12
2024-07-17 00:00:00+00:00,,,148,13
2024-07-18 00:00:00+00:00,,,20,11
2024-07-19 00:00:00+00:00,,,97,11
2024-07-20 00:00:00+00:00,,,1,1
2024-07-21 00:00:00+00:00,,,7,5
2024-07-22 00:00:00+00:00,,,96,8
2024-07-23 00:00:00+00:00,2.0,1.0,48,7
2024-07-24 00:00:00+00:00,,,15,4
