time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-27 00:00:00+00:00,2.0,2.0,11,5
2024-07-28 00:00:00+00:00,,,15,3
2024-07-29 00:00:00+00:00,1.0,1.0,56,11
2024-07-30 00:00:00+00:00,,,35,12
2024-07-31 00:00:00+00:00,,,22,11
2024-08-01 00:00:00+00:00,,,64,12
2024-08-02 00:00:00+00:00,,,35,8
2024-08-03 00:00:00+00:00,,,47,6
2024-08-04 00:00:00+00:00,1.0,1.0,20,5
2024-08-05 00:00:00+00:00,1.0,1.0,29,7
2024-08-06 00:00:00+00:00,,,54,17
2024-08-07 00:00:00+00:00,,,36,17
2024-08-08 00:00:00+00:00,,,33,11
2024-08-09 00:00:00+00:00,,,93,10
