time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-15 00:00:00+00:00,,,136,14
2023-11-16 00:00:00+00:00,1.0,1.0,20,10
2023-11-17 00:00:00+00:00,1.0,1.0,24,12
2023-11-18 00:00:00+00:00,,,31,10
2023-11-19 00:00:00+00:00,1.0,1.0,15,3
2023-11-20 00:00:00+00:00,2.0,2.0,26,9
2023-11-21 00:00:00+00:00,1.0,1.0,233,10
2023-11-22 00:00:00+00:00,2.0,2.0,72,13
2023-11-23 00:00:00+00:00,2.0,2.0,39,10
2023-11-24 00:00:00+00:00,,,99,10
2023-11-25 00:00:00+00:00,2.0,2.0,26,6
2023-11-26 00:00:00+00:00,1.0,1.0,7,6
2023-11-27 00:00:00+00:00,1.0,1.0,14,7
2023-11-28 00:00:00+00:00,1.0,1.0,27,8
