time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-05 00:00:00+00:00,,,21,4
2024-10-06 00:00:00+00:00,,,11,9
2024-10-07 00:00:00+00:00,,,46,13
2024-10-08 00:00:00+00:00,,,13,9
2024-10-09 00:00:00+00:00,,,34,10
2024-10-10 00:00:00+00:00,,,75,10
2024-10-11 00:00:00+00:00,,,12,9
2024-10-12 00:00:00+00:00,,,12,8
2024-10-13 00:00:00+00:00,,,15,5
2024-10-14 00:00:00+00:00,,,29,9
2024-10-15 00:00:00+00:00,1.0,1.0,29,19
2024-10-16 00:00:00+00:00,,,10,5
2024-10-17 00:00:00+00:00,,,28,11
2024-10-18 00:00:00+00:00,,,27,7
