time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-04 00:00:00+00:00,0,0,4,4
2026-01-05 00:00:00+00:00,2,2,29,6
2026-01-06 00:00:00+00:00,1,1,17,6
2026-01-07 00:00:00+00:00,5,2,23,7
2026-01-08 00:00:00+00:00,2,2,13,9
2026-01-09 00:00:00+00:00,1,1,6,6
2026-01-10 00:00:00+00:00,0,0,3,3
2026-01-11 00:00:00+00:00,1,1,12,5
2026-01-12 00:00:00+00:00,1,1,14,9
2026-01-13 00:00:00+00:00,0,0,7,7
2026-01-14 00:00:00+00:00,3,2,15,10
2026-01-15 00:00:00+00:00,0,0,9,7
2026-01-16 00:00:00+00:00,2,2,7,4
2026-01-17 00:00:00+00:00,9,3,23,9
