time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-24 00:00:00+00:00,,,12,8
2025-08-25 00:00:00+00:00,3.0,3.0,19,5
2025-08-26 00:00:00+00:00,1.0,1.0,8,5
2025-08-27 00:00:00+00:00,,,11,6
2025-08-28 00:00:00+00:00,1.0,1.0,24,8
2025-08-29 00:00:00+00:00,,,9,5
2025-08-30 00:00:00+00:00,,,12,6
2025-08-31 00:00:00+00:00,1.0,1.0,3,3
2025-09-01 00:00:00+00:00,3.0,2.0,23,7
2025-09-02 00:00:00+00:00,,,15,6
2025-09-03 00:00:00+00:00,,,16,11
2025-09-04 00:00:00+00:00,1.0,1.0,11,8
2025-09-05 00:00:00+00:00,,,4,3
2025-09-06 00:00:00+00:00,,,7,4
