time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-09 00:00:00+00:00,2,2,3,3
2026-06-10 00:00:00+00:00,6,6,5,5
2026-06-11 00:00:00+00:00,0,0,6,4
2026-06-12 00:00:00+00:00,2,2,12,5
2026-06-13 00:00:00+00:00,7,2,9,4
2026-06-14 00:00:00+00:00,0,0,5,3
2026-06-15 00:00:00+00:00,5,5,9,6
2026-06-16 00:00:00+00:00,2,2,3,2
2026-06-17 00:00:00+00:00,6,5,12,5
2026-06-18 00:00:00+00:00,12,10,4,3
2026-06-19 00:00:00+00:00,10,9,2,1
2026-06-20 00:00:00+00:00,1,1,13,6
2026-06-21 00:00:00+00:00,7,6,33,6
2026-06-22 00:00:00+00:00,5,5,9,8
